paper_id,pmid,title,authors,pub_year,published,journal,doi,external_url,source_page
abcd_40909199,40909199,The impact of physical activity on substance use experimentation and initiation among adolescents: Results from the ABCD Study® cohort.,Kaiver CM; Thompson EL; Hawes SW; Lehman SM; Adams AR; Wing D; Laird AR; Gonzalez R,2025,2025/08/18,Drug and alcohol dependence reports,10.1016/j.dadr.2025.100373,,5
abcd_40811581,40811581,Associations between epilepsy-related polygenic risk and brain morphology in childhood.,Ngo A; Liu L; Larivière S; Kebets V; Fett S; Weber CF; Royer J; Yu E; Rodríguez-Cruces R; Zhang Z; Ooi LQR; Yeo BTT; Frauscher B; Paquola C; Caligiuri ME; Gambardella A; Concha L; Keller SS; Cendes F; Yasuda CL; Bonilha L; Gleichgerrcht E; Focke NK; Kotikalapudi R; O'Brien TJ; Sinclair B; Vivash L; Desmond PM; Lui E; Vaudano AE; Meletti S; Kälviäinen R; Soltanian-Zadeh H; Winston GP; Tiwari VK; Kreilkamp BAK; Lenge M; Guerrini R; Hamandi K; Rüber T; Bauer T; Devinsky O; Striano P; Kaestner E; Hatton SN; Caciagli L; Kirschner M; Duncan JS; Thompson PM; McDonald CR; Sisodiya SM; Bernasconi N; Bernasconi A; Gan-Or Z; Bernhardt BC,2025,2025/08/14,Brain : a journal of neurology,10.1093/brain/awaf259,,5
abcd_40797024,40797024,Evidence on the effect of in-utero cannabis exposure in neonates.,Thayyil B; Yusuf K,2025,2025/08/13,Journal of perinatology : official journal of the California Perinatal Association,10.1038/s41372-025-02383-1,,5
abcd_40802661,40802661,"Deep learning reveals that multidimensional social status drives population variation in 11,875 US participant cohort.",Marotta J; Aggarwal S; Osayande N; Saltoun K; Kopal J; Holmes AJ; Yip SW; Bzdok D,2025,2025/08/13,PloS one,10.1371/journal.pone.0327729,,5
abcd_40808790,40808790,Functional connectivity heterogeneity and consequences for clinical and cognitive prediction: Stage 2 registered report.,Mattoni M; Smith DV; Chein J; Olino TM,2025,2025/08/12,"Imaging neuroscience (Cambridge, Mass.)",10.1162/IMAG.a.107,,5
abcd_40812542,40812542,Associations between pain experiences and gray matter volume in youth in the adolescent brain cognitive development (ABCD) study.,Bango CI; Jones SA; Shao S; Del Rubin DY; Flores AL; Nagel BJ; Holley AL; Wilson AC,2025,2025/08/12,The journal of pain,10.1016/j.jpain.2025.105527,,5
abcd_40917767,40917767,Cognitive and Global Morphometry Trajectories as Predictors of Youth Persistent Distressing Psychotic-Like Experiences.,Karcher NR; Dong F; Paul SE; Johnson EC; Kilciksiz CM; Oh H; Schiffman J; Agrawal A; Bogdan R; Jackson JJ; Barch DM,2025,2025/08/12,Nature. Mental health,10.1038/s44220-025-00481-9,,5
abcd_40788595,40788595,Multidimensional Assessment of Gender Diversity in a Large National Sample of US Early Adolescents.,Nagata JM; Sui SS; Li K; Low P; Talebloo J; Shao IY; Otmar C; Ganson KT; Testa A; He J; Kiss O; Brindis CD; Baker FC,2025,2025/08/11,JAMA pediatrics,10.1001/jamapediatrics.2025.2458,,5
abcd_40788608,40788608,Multidimensional Experiences of Gender Among US Adolescents-Beyond the Transgender-Cisgender Binary.,Chen D; Strang JF,2025,2025/08/11,JAMA pediatrics,10.1001/jamapediatrics.2025.2455,,5
abcd_40789655,40789655,"Spatiotemporal patterns in cortical development: Age, puberty, and individual variability from 9 to 13 years of age.",Bottenhorn KL; Corbett JD; Ahmadi H; Herting MM,2025,2025/08/11,The Journal of neuroscience : the official journal of the Society for Neuroscience,10.1523/JNEUROSCI.1002-24.2025,,5
abcd_the_overlapping_genetic_architecture_of_psychiatric_disorders_and_cortical_brain,,The overlapping genetic architecture of psychiatric disorders and cortical brain structure,Sha Z; Warrier V; Bethlehem RAI; Schultz LM; Merikangas A; Sun KY; Gur RC; Gur RE; Shinohara RT; Gandal MJ; Seidlitz J; Almasy L; Andreassen OA; & Alexander-Bloch AF,2025,2025/08/11,Nature Mental Health,,https://www.nature.com/articles/s44220-025-00475-7,5
abcd_timing_of_and_disparities_in_initiation_into_deviant_peer_groups_among_youth_in_,,Timing of and Disparities in Initiation into Deviant Peer Groups Among Youth in the Adolescent Brain Cognitive Development Study: Do these Effects Vary Across the Life-Course?,Wojciechowski T,2025,2025/08/09,Crime & Delinquency,,https://journals.sagepub.com/doi/full/10.1177/00111287251363559,5
abcd_40769991,40769991,Statistical variability in comparing accuracy of neuroimaging based classification models via cross validation.,Jafrasteh B; Adeli E; Pohl KM; Kuceyeski A; Sabuncu MR; Zhao Q,2025,2025/08/06,Scientific reports,10.1038/s41598-025-12026-2,,5
abcd_40818221,40818221,Prospective prediction of the initiation of non-suicidal self-injury in adolescents with and without depressive Disorders: A US population-based study.,Yu Y; Schoenleber M; Huang C; Yue Y; Wang Z; Yao N; Mu W,2025,2025/08/05,Journal of psychiatric research,10.1016/j.jpsychires.2025.07.015,,5
abcd_40753115,40753115,Neuroimaging markers of cognition in late childhood associated with moderate to late preterm birth.,Acosta-Rodriguez H; Bobba P; Zeevi T; Ment LR; Payabvash S,2025,2025/08/02,Pediatric research,10.1038/s41390-025-04286-5,,5
abcd_40746061,40746061,Structural Genetic Variations Illuminate the Dimensional Landscape of Child Psychopathology and Cognition.,Boen R; Bearden CE,2025,2025/08/01,The American journal of psychiatry,10.1176/appi.ajp.20250522,,5
abcd_40847891,40847891,Genome-Wide Association Studies of Delay Discounting and Impulsive Personality Traits in Children From the Adolescent Behavior and Cognitive Development Study.,Deng WQ; Elsayed M; Belisario KL; Sanchez-Roige S; Palmer AA; MacKillop J,2025,2025/08/01,"Genes, brain, and behavior",10.1111/gbb.70033,,5
abcd_40750506,40750506,School start times and racial disparities in early adolescent sleep.,Yip T; Yan J; Zhang MR; Wang Y; Zhao Z; Cham H; Alegría M,2025,2025/07/31,Sleep health,10.1016/j.sleh.2025.07.003,,5
abcd_when_money_troubles_spill_over_family_conflict_and_children_s_problem_behaviors,,When Money Troubles Spill Over: Family Conflict and Children’s Problem Behaviors,Aaron L & Black SR,2025,2025/07/31,Journal of Child and Family Studies,,https://link.springer.com/article/10.1007/s10826-025-03111-1,5
abcd_40742773,40742773,Youth electronic media use and family conflict: Bidirectional associations across early adolescence.,Carvalho C; Ravindran N; Koss KJ,2025,2025/07/31,Journal of family psychology : JFP : journal of the Division of Family Psychology of the American Psychological Association (Division 43),10.1037/fam0001390,,5
abcd_40729543,40729543,Trajectories of psychotic-like experiences in youth and associations with lifestyle factors.,Cooper R; van der Ven E; Jalbrzikowski M,2025,2025/07/29,"Journal of child psychology and psychiatry, and allied disciplines",10.1111/jcpp.14179,,5
abcd_40717434,40717434,Genetic and neurobiological mechanisms underlying transition in self-injury thoughts and behaviours during adolescence.,Wen X; Sun Y; Wang S; Yue W; Chen R,2025,2025/07/28,The British journal of psychiatry : the journal of mental science,10.1192/bjp.2025.10300,,5
abcd_40721804,40721804,Considerations in using heart rate-based physical activity estimates from consumer wearables in individuals with varying weight status.,Brown DMY; Wing D; Pfledderer CD; Stoepker P; Fairclough SJ; Carlson JA,2025,2025/07/28,The international journal of behavioral nutrition and physical activity,10.1186/s12966-025-01801-z,,5
abcd_40721146,40721146,Prenatal Substance Exposure and Obesity: Trajectories of Tri-Ponderal Mass Index in Early Adolescence.,Li R; Wigley IM; Suuronen I; Jolly A; Tuulari JJ,2025,2025/07/26,American journal of preventive medicine,10.1016/j.amepre.2025.107997,,5
abcd_40711718,40711718,Measuring the Associations Between Brain Morphometry and Polygenic Risk Scores for Substance use Disorders in Drug-Naive Adolescents.,Kramer S; Su MH; Stephenson M; Rabinowitz J; Maher B; Roberson-Nay R; Castro-de-Araujo LFS; Zhou Y; Neale MC; Gillespie NA,2025,2025/07/25,Behavior genetics,10.1007/s10519-025-10227-z,,5
abcd_40780119,40780119,Neighborhood conditions and neurodevelopment: A systematic review of brain structure in children and adolescents.,Lewis L; Gresham B; Riegelman A; Ip KI,2025,2025/07/25,Developmental cognitive neuroscience,10.1016/j.dcn.2025.101600,,5
abcd_40707713,40707713,DSI Studio: an integrated tractography platform and fiber data hub for accelerating brain research.,Yeh FC,2025,2025/07/24,Nature methods,10.1038/s41592-025-02762-8,,5
abcd_40706587,40706587,Dissecting human cortical similarity networks across the lifespan.,Liang X; Sun L; Xia M; Zhao T; Gong G; Li Q; Liao X; Cui Z; Duan D; Pang C; Wang Q; Yu Q; Bi Y; Chen P; Chen R; Chen Y; Chen T; Cheng J; Cheng Y; Dai Z; Deng Y; Ding Y; Dong Q; Gao JH; Gong Q; Han Y; Han Z; Huang CC; Huang R; Huo R; Li L; Lin CP; Lin Q; Liu B; Liu C; Liu N; Liu Y; Liu Y; Lu J; Ma L; Men W; Qin S; Qin W; Qiu J; Qiu S; Si T; Tan S; Tang Y; Tao S; Wang D; Wang F; Wang J; Wang J; Wang P; Wang X; Wang Y; Wei D; Wu Y; Xie P; Xu X; Xu Y; Xu Z; Yang L; Yu C; Yuan H; Zeng Z; Zhang H; Zhang X; Zhao G; Zheng Y; Zhong S; He Y,2025,2025/07/23,Neuron,10.1016/j.neuron.2025.06.018,,5
abcd_40699480,40699480,Cognitive Control Decision-Making Dynamics Across Internalizing and Externalizing Symptoms in Youth.,Warren SL; Malaiya RK; Drake OK; Tang A; Chandra NK,2025,2025/07/23,Research on child and adolescent psychopathology,10.1007/s10802-025-01351-9,,5
abcd_40694209,40694209,Latent Class Analysis of Household and Community Adversity Among Pre-Adolescent Youth in the United States.,Choi KR; Dunn EC; Comulada WS; Saadi A,2025,2025/07/22,Child psychiatry and human development,10.1007/s10578-025-01883-7,,5
abcd_40714296,40714296,Pubertal mediators of early life stress and age on adolescent alcohol initiation: Analysis by sex.,Donovan A; Assari S; Grella C; Shaheen M; Richter L; Friedman TC,2025,2025/07/20,Psychoneuroendocrinology,10.1016/j.psyneuen.2025.107559,,5
abcd_40681863,40681863,A pattern-learning algorithm associates copy number variations with brain structure and behavioural variables in an adolescent population cohort.,Kopal J; Huguet G; Marotta J; Aggarwal S; Osayande N; Kumar K; Saci Z; Jean-Louis M; Chai XJ; Ge T; Yeo BTT; Thompson PM; Bearden CE; Andreassen OA; Jacquemont S; Bzdok D,2025,2025/07/18,Nature biomedical engineering,10.1038/s41551-025-01454-0,,5
abcd_40675965,40675965,Neural correlates differ between crystallized and fluid intelligence in adolescents.,Qiu B; Qian R; Gu B; Li Z; Chen Z; Xu X; Gao H; Chen Y; Zhao R; Chen R; Zhang Y; Zhang L; Zhao Z; Li M; Wu D,2025,2025/07/17,Translational psychiatry,10.1038/s41398-025-03467-4,,5
abcd_40680997,40680997,Regions of Interest Assessment of Prenatal Exposure to Tobacco on Adolescent Cortical Thickness and Sulcal Depth.,Kochvar A; Laviolette SR; Khan AS; Grin B; Dai HD,2025,2025/07/16,Behavioural brain research,10.1016/j.bbr.2025.115741,,5
abcd_40670782,40670782,Longer scans boost prediction and cut costs in brain-wide association studies.,Ooi LQR; Orban C; Zhang S; Nichols TE; Tan TWK; Kong R; Marek S; Dosenbach NUF; Laumann TO; Gordon EM; Yap KH; Ji F; Chong JSX; Chen C; An L; Franzmeier N; Roemer-Cassiano SN; Hu Q; Ren J; Liu H; Chopra S; Cocuzza CV; Baker JT; Zhou JH; Bzdok D; Eickhoff SB; Holmes AJ; Yeo BTT,2025,2025/07/16,Nature,10.1038/s41586-025-09250-1,,5
abcd_40681146,40681146,Predicting the First Onset of Suicidal Thoughts and Behaviors in Adolescents Using Multimodal Risk Factors: A Four-Year Longitudinal Study.,Nguyen J; Dwyer D; Toenders YJ; Tagliaferri SD; van Velzen LS; Clark SR; Scott I; Hartmann S; Wigman JTW; Lin A; Thompson AD; Wannan CMJ; Gao CX; Wood SJ; Amminger GP; Yung AR; Koutsouleris N; Hartmann JA; Yuen HP; Davey CG; Ronald A; McGorry PD; Middeldorp C; Nelson B; Schmaal L,2025,2025/07/15,Journal of the American Academy of Child and Adolescent Psychiatry,10.1016/j.jaac.2025.07.006,,5
abcd_40684513,40684513,"Integrating multilevel, multidomain and multimodal neuroimaging factors to predict early alcohol exposure trajectories using explainable AI.",Ferariu A; Chang H; Kumar A; Sahl A; Gorka S; Wang L; Thompson WK; Zhang F,2025,2025/07/15,Developmental cognitive neuroscience,10.1016/j.dcn.2025.101597,,5
abcd_examining_deviant_peer_association_as_a_predictor_of_dual_systems_model_developm,,Examining Deviant Peer Association as a Predictor of Dual Systems Model Development: Testing for Moderation Effects of Age,Wojciechowski; T,2025,2025/07/11,American Journal of Criminal Justice,,https://link.springer.com/article/10.1007/s12103-025-09842-7,5
abcd_40652980,40652980,"Associations between sleep, obesity, and mental health in adolescents: Understanding sex-specific vulnerabilities.",Kiss O; Harkness A; Müller-Oehring EM; Nagata JM; Baker FC,2025,2025/07/11,Journal of affective disorders,10.1016/j.jad.2025.119883,,5
abcd_40624012,40624012,Genetic liability to major psychiatric disorders contributes to multi-faceted quality of life outcomes in children and adults.,Shi Y; Mota NR; Franke B; Sprooten E,2025,2025/07/07,Translational psychiatry,10.1038/s41398-025-03443-y,,5
abcd_40617802,40617802,"Genetic, psychological, and environmental factors are uniquely associated with onset of alcohol use in the adolescent brain cognitive development (ABCD) study.",Choi M; Aliev F; Barr PB; Cooke ME; Kuo SI; Salvatore JE; Dick DM; Brislin SJ,2025,2025/07/05,Translational psychiatry,10.1038/s41398-025-03454-9,,5
abcd_40617820,40617820,Genetic risk-dependent brain markers of resilience to childhood Trauma.,Lu H; Rolls ET; Liu H; Stein DJ; Sahakian BJ; Elliott R; Jia T; Xie C; Xiang S; Wang N; Banaschewski T; Bokde ALW; Desrivières S; Flor H; Grigis A; Garavan H; Heinz A; Brühl R; Martinot JL; Martinot MP; Artiges E; Nees F; Orfanos DP; Lemaitre H; Poustka L; Hohmann S; Holz N; Fröhner JH; Smolka MN; Vaidya N; Walter H; Whelan R; Schumann G; Feng J; Luo Q,2025,2025/07/05,Nature communications,10.1038/s41467-025-61471-0,,5
abcd_40627885,40627885,Large-scale examination of hot and cool executive function in children born preterm.,Menu I; Duffy M; Bhatia T; Trapaga S; John J; Music S; Nicholas D; Yim S; Thomason ME,2025,2025/07/05,Developmental cognitive neuroscience,10.1016/j.dcn.2025.101593,,5
abcd_40623653,40623653,Brain Functional Connectivity Mediates the Association Between Adverse Childhood Experiences and Conduct Problems.,Liu P; Song D; Guo Y; Zhang H,2025,2025/07/05,Biological psychiatry. Cognitive neuroscience and neuroimaging,10.1016/j.bpsc.2025.06.007,,5
abcd_40645110,40645110,Social profiles among youth with attention-deficit/hyperactivity disorder (ADHD): Evidence from the ABCD study.,Pintos Lobo R; Peraza JA; Salo T; Meca A; Smith DD; Feeney KE; Schmarder KM; Sutherland MT; Gonzalez R; Musser ED; Laird AR,2025,2025/07/03,Developmental cognitive neuroscience,10.1016/j.dcn.2025.101591,,5
abcd_41367959,41367959,Prospective Predictors of Adolescent Screen Time and Problematic Screen Use.,Grund BA; Luciana M,2025,2025/07/03,JAACAP open,10.1016/j.jaacop.2025.06.007,,5
abcd_40601692,40601692,Examining recent effects of caffeine on default mode network and dorsal attention network anticorrelation in youth.,Ware OD; Chang SE; Thompson WK; Potter AS; Garavan H; Johnson ME; Uddin LQ,2025,2025/07/02,PloS one,10.1371/journal.pone.0327385,,5
abcd_40603722,40603722,"The association of witnessing violence with alcohol and cannabis expectancies among Black, Latinx, and White youth: considering neighborhood context.",Sartor CE; Kennelly N; Powell MZ; Chung T; Latendresse SJ; McCutcheon VV,2025,2025/07/02,Social psychiatry and psychiatric epidemiology,10.1007/s00127-025-02939-8,,5
abcd_40595447,40595447,"Addressing artifactual bias in large, automated MRI analyses of brain development.",Elyounssi S; Kunitoki K; Clauss JA; Laurent E; Kane KA; Hughes DE; Hopkinson CE; Bazer O; Sussman RF; Doyle AE; Lee H; Tervo-Clemmens B; Eryilmaz H; Hirschtick RL; Barch DM; Satterthwaite TD; Dowling KF; Roffman JL,2025,2025/07/01,Nature neuroscience,10.1038/s41593-025-01990-7,,5
abcd_40605715,40605715,Analysis of Longitudinal Change Patterns in Developing Brain Using Functional and Structural Magnetic Resonance Imaging via Multimodal Fusion.,Saha R; Saha DK; Fu Z; Duda M; Silva RF; Wilson TW; Wang YP; Stephen JM; Calhoun VD,2025,2025/07/01,Human brain mapping,10.1002/hbm.70241,,5
abcd_40628004,40628004,Sex-specific trajectories of adolescent brain development and behavioral health in relation to family environments.,Liu Y; Wang M; Li F; Zhang L; Zhang Q; Zhou W; Du W; Luo Q; Ren T; Li F,2025,2025/07/01,Psychiatry research,10.1016/j.psychres.2025.116609,,5
